gene_id,D1_dNA,D2_dNA,D3_dNA,E1_dNA,E1_dPA,E2_dNA,E2_dPA,E3_dNA,E3_dPA,P1_dNA,P1_dP,P2_dNA,P2_dP,P3_dNA,P3_dP,T1_CD71A,T2_CD71A,T3_CD71A
MSTRG.179|Gm37905,0,0,0,3,5,2,0,4,7,0,1,0,2,0,0,3,0,0
MSTRG.178|Bag2,129,148,103,1069,1606,1067,1354,999,1678,626,196,675,134,381,288,321,193,151
MSTRG.172|Prim2,1461,1436,1369,2461,2366,2732,2266,2569,2505,1736,562,1743,302,1569,748,1844,1645,1407
MSTRG.174|Gm37618,0,0,0,3,2,0,4,2,4,13,2,0,3,2,0,2,0,2
MSTRG.175|Gm17813,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MSTRG.173|Gm29228,2,5,7,0,5,3,7,3,0,0,0,0,0,0,4,2,5,2
MSTRG.180|Zfp451,1283,1202,1097,2259,1985,2260,1978,2052,2120,1521,1111,1572,757,1390,1165,1405,1432,1489
ENSMUSG00000081402|Gm15455,13,24,15,25,28,26,39,17,26,31,8,57,7,16,8,11,15,14
ENSMUSG00000042182|Bend6,7,0,3,9,0,0,0,3,0,12,31,0,25,8,38,0,0,12
ENSMUSG00000104416|Gm37067,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0
ENSMUSG00000102839|Gm37385,1,2,0,2,1,1,1,1,3,2,2,1,1,1,2,1,1,1
MSTRG.181|Gm3052,58,39,31,47,47,35,54,26,46,79,235,67,70,138,191,84,54,51
MSTRG.182|Gm3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,18,0
ENSMUSG00000092852|Mir5103,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1
ENSMUSG00000102336|Gm37233,102,141,108,161,194,171,127,132,96,264,298,263,166,227,261,120,178,172
MSTRG.190|Gm37354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.191|Gm28631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.192|Gm23792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.189|Dst,424,336,263,1492,1190,1452,1281,1423,1262,1408,6708,1805,4756,1669,7121,663,614,1492
MSTRG.193|Gm38157,0,0,1,0,4,5,3,3,4,0,30,4,24,9,42,0,3,0
MSTRG.189|Mir6896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.194|Gm26788,5,5,0,13,3,6,5,5,4,13,1,11,10,3,3,0,0,1
MSTRG.195|A930005N03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.183|Ccdc115,1381,1445,1489,1834,2309,1841,2082,2106,2286,1958,1943,2228,1165,1884,2020,1864,1849,1683
MSTRG.183|Gm28306,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
MSTRG.184|Imp4,897,913,828,3616,4624,3850,4631,4055,4771,2599,1964,2565,1025,2204,2046,1572,1328,1295
ENSMUSG00000026125|Prss39,11,16,8,9,0,14,0,0,9,0,15,0,0,0,8,8,6,9
MSTRG.185|Ptpn18,2273,2179,2694,2655,2105,2989,2314,2542,1882,1795,1919,1801,904,1741,1907,3022,2901,2525
MSTRG.186|Gm28417,167,208,169,240,117,213,141,172,111,119,104,156,45,133,136,258,213,193
MSTRG.187|4930568A12Rik,205,259,237,188,87,168,30,172,23,250,93,290,31,91,133,233,95,18
MSTRG.188|4930568A12Rik,222,228,173,292,176,475,298,201,201,112,160,83,113,175,122,265,392,320
ENSMUSG00000026141|Col19a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077463|Gm26418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099997|Tubb4b-ps2,12,20,16,23,18,19,15,25,14,16,3,18,2,15,9,21,13,9
MSTRG.155|Gm28439,41153,37912,22391,59142,76324,65335,56401,88418,71875,68473,68862,72889,27468,56358,59075,55412,63606,67175
MSTRG.155|Gm10222,1,1,1,1,1,1,1,1,1,1,1,1,26,1,1,1,1,1
MSTRG.156|Gm28438,2723,2381,1540,7634,8005,6267,6760,7421,7473,6094,7370,6987,4024,5642,7186,4363,3671,4244
MSTRG.157|Gm28437,86668,94747,67042,94501,97019,89746,85807,108269,86718,77638,122201,86060,61266,87425,109783,102318,88891,119583
MSTRG.158|Gm10925,140554,148078,100690,130687,179953,146470,144815,195675,157628,124073,150657,132681,62189,117496,124238,158332,170013,189943
MSTRG.159|Gm28661,111206,118056,75611,111699,148636,121852,110605,164340,132502,109716,141853,122731,74650,109068,135554,127122,133602,140575
MSTRG.160|Gm29216,156008,178131,129496,105597,117842,115426,107312,146194,103466,107072,147166,124533,70758,111368,128044,199578,209464,209352
MSTRG.202|Plekhb2,2175,2030,1937,2647,2574,2588,2785,2482,2611,2356,5859,2337,3491,2594,5417,2474,2177,2169
MSTRG.196|Arhgef4,999,1088,1346,229,302,296,406,299,354,440,575,537,345,568,495,890,1034,1009
MSTRG.197|Gm37224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.198|Gm37845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.199|Gm38336,92,73,131,42,52,53,88,64,80,32,101,118,30,79,93,92,84,145
MSTRG.200|Fam168b,6312,6754,7312,7570,6621,7072,6588,6997,6640,6582,7098,6173,4067,7189,7396,6312,6296,7115
MSTRG.201|Gm37127,35,34,30,31,23,29,23,5,39,13,6,4,13,22,20,25,13,19
MSTRG.203|Gm33280,27,35,12,111,73,131,39,83,49,98,66,140,43,86,71,50,73,73
MSTRG.204|Gm33280,7,0,0,16,0,19,2,13,2,4,10,34,2,6,8,1,8,0
MSTRG.206|Gm37335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.205|Hs6st1,762,525,483,3641,2013,3855,2108,3262,2185,3006,2480,3123,1469,1868,2752,829,643,503
MSTRG.208|Uggt1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MSTRG.209|Uggt1,6410,6102,5640,10434,16918,11209,15163,12874,16191,6787,7194,6520,4694,7013,8268,9887,9081,7710
MSTRG.210|Mir6897,0,0,0,0,1,2,1,0,1,0,0,0,1,1,1,0,0,0
MSTRG.207|Neurl3,3765,3596,3686,4262,4014,4167,4434,3528,3600,2513,5788,2569,3619,3250,5734,4084,3280,3460
MSTRG.212|4930403P22Rik,2,4,0,7,6,4,1,0,2,2,10,11,1,5,2,5,6,8
MSTRG.211|Arid5a,2870,3146,3061,1022,2311,1410,2453,1563,2170,1512,1340,1369,827,1630,1465,1600,1929,1950
MSTRG.213|Kansl3,2058,2058,2096,2740,2351,2804,2418,2872,2385,1969,2340,2166,1215,2020,2402,2045,2122,2287
MSTRG.213|Mir6898,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,2,0,0
MSTRG.214|Fer1l5,465,309,425,299,275,234,320,258,231,303,308,317,188,125,411,562,514,599
MSTRG.215|Lman2l,2324,2174,2303,1556,1825,1743,1778,1789,1899,1713,1545,1448,826,2010,1655,2772,2517,2688
MSTRG.216,20,36,14,18,11,21,10,17,0,25,40,11,16,21,14,13,13,29
MSTRG.217|Cnnm4,997,888,776,987,1318,1113,1200,1023,1125,1063,741,962,471,1061,747,825,879,885
MSTRG.218|Gm37909,9,19,14,4,4,3,3,3,2,11,11,0,6,7,33,12,16,2
MSTRG.217|Gm47280,10,58,8,17,8,8,7,49,8,5,4,7,18,17,15,16,8,10
MSTRG.220|Gm38033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MSTRG.219|Cnnm3,1222,1200,1259,1728,1586,1793,1607,1736,1499,1345,1601,1488,926,1337,1708,1928,1858,1578
MSTRG.221|Gm42417,0,0,0,12,0,7,0,0,0,0,1,1,2,0,5,0,0,0
MSTRG.221|Ankrd23,449,455,451,756,613,775,614,712,590,519,739,564,378,433,752,617,468,478
MSTRG.221|Ankrd39,38,38,30,41,52,113,104,62,47,37,41,47,42,55,59,16,56,22
MSTRG.222|Sema4c,188,204,207,111,90,109,180,114,97,91,252,129,168,103,232,157,196,195
MSTRG.223|D430040D24Rik,3,2,11,4,0,7,0,4,6,13,3,0,3,0,6,17,20,11
MSTRG.224|Fam178b,45,52,42,16,0,10,0,0,0,8,5,0,3,9,8,40,31,27
MSTRG.226|Gm24133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.225|Gm6428,2,2,1,3,1,0,0,1,2,2,0,2,0,0,0,0,2,0
MSTRG.227|Cox5b,2856,3161,2406,6183,6590,6811,6485,6471,6240,4910,3506,5181,2198,4468,3987,3865,3799,3334
MSTRG.232|Gm18828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.231|Zap70,64,62,29,124,6,91,3,113,0,25,19,52,16,22,31,0,0,17
MSTRG.228|Actr1b,1851,1895,2035,3330,3571,3229,3453,3130,3498,2451,2287,2323,1494,2329,2743,1960,1907,2008
MSTRG.229|4933424G06Rik,0,4,0,0,4,3,0,0,0,2,0,2,0,0,2,2,0,0
MSTRG.230|Gm33533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080054|Rpl12-ps1,8,2,4,13,6,8,17,15,16,10,4,9,7,6,4,7,7,1
ENSMUSG00000095944|n-R5s210,1,4,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0
ENSMUSG00000050122|Vwa3b,19,12,18,11,0,0,0,0,0,7,13,0,8,19,9,0,0,0
ENSMUSG00000103603|Gm37020,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.233|Tmem131,12707,12681,11643,10534,6244,11882,5504,10703,6210,12601,9878,11990,5828,11115,10348,6894,7598,8866
MSTRG.234|Gm37506,0,1,3,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0
MSTRG.236|F830112A20Rik,0,0,0,2,0,0,0,0,1,0,0,0,3,3,0,0,0,0
MSTRG.235|Gm38115,2,0,2,0,0,2,0,0,0,0,0,0,3,4,0,3,0,0
MSTRG.237|Inpp4a,6066,6598,7345,1037,693,1083,713,950,625,3245,1919,2687,1202,3665,1871,4430,4599,5755
MSTRG.238|4930439A04Rik,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0
MSTRG.239|Gm37135,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2
MSTRG.241|Unc50,677,752,831,1274,1142,1089,1259,1048,1124,1006,1261,903,728,1098,1155,1171,855,918
MSTRG.240|Coa5,2592,2672,2688,8326,7137,7654,7475,6751,7778,6067,5478,5757,3329,4861,5903,3604,3023,3129
ENSMUSG00000026090|2010300C02Rik,11,0,0,0,24,7,18,23,21,9,11,6,8,8,15,14,8,7
ENSMUSG00000089767|4930556I23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104365|4930470B04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102650|Gm19863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.242|Mgat4a,1075,1132,1159,2019,2458,2053,2438,2016,2333,1625,2328,1730,1510,1599,2782,1351,1213,1456
MSTRG.243|4930594C11Rik,10,9,8,1,5,10,3,7,6,4,24,0,16,15,13,2,0,12
MSTRG.243|Gm43213,1,1,3,3,7,1,3,4,7,3,2,2,1,2,6,0,2,1
MSTRG.244|Tsga10,237,284,208,211,193,134,167,130,210,255,280,166,202,246,260,203,194,228
MSTRG.245|Gm26805,0,0,6,0,0,11,11,9,7,0,0,0,0,0,0,5,12,7
MSTRG.246|Mrpl30,1,3,2,4,3,1,4,11,4,4,5,21,3,3,2,5,15,3
MSTRG.248|Lipt1,20,46,25,196,196,194,234,156,244,105,40,154,34,43,80,58,50,35
MSTRG.249|Mitd1,367,390,391,1055,830,1032,808,911,760,526,272,549,178,381,349,604,500,377
MSTRG.250|Mrpl30,1032,1200,1166,2203,2102,1968,1930,2012,1943,1407,961,1397,626,1069,1034,1527,1355,1422
ENSMUSG00000102447|Gm6621,3,2,0,6,4,3,2,3,4,3,0,3,0,0,2,4,2,2
MSTRG.260|Chst10,47,50,16,205,16,152,12,121,10,351,42,256,46,185,51,7,10,14
MSTRG.261|Gm37707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.251|Txndc9,1801,1629,1477,2103,2441,2226,2359,2345,2455,2075,1790,2066,1054,1938,1732,1902,1848,2072
MSTRG.252|Eif5b,3573,3667,3217,7439,8856,8376,7624,8327,8721,6439,4105,5608,2614,4997,4511,4186,4104,4288
MSTRG.253|Rev1,1477,1431,1755,1199,1297,1158,1234,1229,1320,1132,567,1077,354,1163,615,2314,2035,2254
MSTRG.247|Txndc9,38,46,28,18,18,21,18,23,16,25,27,19,16,22,17,19,53,55
MSTRG.254|Gm37062,3,6,7,7,9,4,7,11,8,7,2,13,8,9,0,32,6,14
MSTRG.255|Aff3,539,413,329,3300,1000,3338,1078,2204,999,1233,355,1177,226,811,541,262,227,146
MSTRG.256|Gm16150,19,16,14,0,0,0,6,15,4,16,0,0,2,7,0,132,118,148
MSTRG.257|Gm16151,0,0,0,6,0,0,5,0,0,8,0,0,0,3,6,0,0,0
MSTRG.258|Gm16152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.259|Gm34727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.262|Pdcl3,1459,1502,1445,1302,1657,1490,1531,1554,1538,1479,1074,1435,619,1377,1187,1338,1422,1476
MSTRG.263|Gm37309,29,43,28,38,12,21,22,28,28,16,39,55,25,42,29,37,49,54
MSTRG.264|Npas2,35,34,28,67,13,58,8,63,6,62,56,29,42,61,124,3,5,22
MSTRG.265|Gm20428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.266|Gm3617,0,0,0,1,1,2,2,1,0,2,0,0,2,0,0,2,5,0
MSTRG.274|Cnot11,1657,1532,1389,2575,2866,2871,2634,2904,2875,2141,1403,2145,1027,1944,1799,1609,1625,1600
ENSMUSG00000102471|Gm5100,2,0,6,0,0,3,0,0,0,2,5,0,3,3,5,3,0,2
MSTRG.272|Creg2,43,65,67,8,18,23,35,14,29,207,1136,199,810,277,1317,76,53,162
MSTRG.273|D930019O06Rik,2,0,0,0,0,0,0,0,0,8,28,6,13,5,39,0,0,0
MSTRG.275|Snord89,877,1277,1049,268,141,278,153,608,340,2020,13435,1925,13749,3587,12872,886,1215,3410
MSTRG.275|Rnf149,1093,1146,1302,1173,2173,1195,2292,892,1956,1850,16874,2644,7019,1830,13745,1407,716,527
MSTRG.275|Gm15832,2,2,3,0,0,0,0,11,4,132,1306,2,2,26,1736,2,1,2
MSTRG.276|Gm23722,3,2,1,0,3,0,2,2,2,2,12,5,11,5,6,0,0,2
ENSMUSG00000102985|4930456G14Rik,8,19,15,0,0,0,0,3,0,3,5,3,8,3,0,15,18,13
MSTRG.269|Gm37265,0,0,0,0,0,0,0,0,5,3,0,7,0,6,0,3,0,6
MSTRG.267|Rpl31,13322,13968,12780,19624,18748,19943,18484,20016,18052,13081,13025,15265,8361,11799,14432,18559,17066,15472
MSTRG.268|Tbc1d8,21096,21638,23246,2435,2485,3191,2753,3473,2507,10461,4797,9591,2598,12564,4479,14816,16904,18887
MSTRG.270,163,220,205,21,24,43,11,65,39,111,82,136,16,109,71,236,92,172
MSTRG.271,593,634,643,65,59,57,53,41,30,138,81,142,69,232,74,385,512,597
MSTRG.279|Map4k4,1835,2105,1770,2729,3224,2745,3153,3148,3535,2886,7548,2711,4470,3155,7597,906,866,1567
MSTRG.277|Il1r1,158,155,162,229,879,247,739,249,898,281,1743,333,921,353,1298,210,154,344
MSTRG.278|Gm38070,1,1,1,1,2,1,1,2,0,1,3,2,7,4,1,0,3,1
MSTRG.283|Il1rl2,330,367,285,661,1452,649,1403,1024,1365,498,2798,668,1726,847,2430,599,489,577
MSTRG.284|Gm17970,0,2,3,2,11,5,18,2,11,6,14,16,19,5,20,8,7,9
MSTRG.281|Il1r2,5377,6334,5605,779,383,882,365,993,360,2063,1077,1792,460,2476,937,2765,3232,3408
MSTRG.280|Gm16894,158,111,141,20,33,29,13,37,27,71,66,100,28,121,42,88,143,133
MSTRG.282|Gm37347,111,138,126,9,5,26,4,11,2,57,43,29,32,55,37,35,12,44
MSTRG.287|Il1rl1,591,393,136,6212,2283,5594,2474,3116,2041,2490,5738,2605,2589,1458,6593,4701,4276,3014
MSTRG.288|Il18r1,1443,1341,1428,190,65,229,97,216,82,465,1398,342,606,539,1450,838,874,1115
MSTRG.289|Il18r1,112,118,105,10,10,23,15,14,10,18,72,21,44,48,80,62,100,123
ENSMUSG00000026062|Slc9a2,8,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000103679|Gm37623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.285|Gm37915,6,68,14,0,0,0,0,0,0,0,0,0,0,0,10,9,18,17
MSTRG.286|Mfsd9,355,276,423,113,85,79,158,118,98,161,199,131,119,224,206,303,336,326
MSTRG.290|Il18rap,10159,11088,12142,908,1392,793,1392,951,1325,3917,6100,3251,3852,4717,7774,6147,6054,9005
ENSMUSG00000041907|Gpr45,3,0,0,6,10,8,10,12,9,11,10,8,6,10,4,3,0,5
MSTRG.291|Mrps9,889,1088,1233,1571,1986,1544,1926,1803,1944,989,766,1095,503,985,797,1356,1017,1015
MSTRG.292|Gm23126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.296|Gm28782,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0
MSTRG.295|Tgfbrap1,1805,1761,1691,3184,1945,3200,1919,2790,1855,2704,2451,2739,1423,2477,2704,1935,2209,2101
MSTRG.297|8430432A02Rik,2,0,8,0,0,1,3,5,3,9,5,23,6,1,10,5,5,5
MSTRG.298|AI597479,620,620,735,1031,1084,867,1085,875,1108,667,659,724,415,607,682,688,611,698
MSTRG.293|Fhl2,0,0,0,0,0,0,0,6,3,3,38,0,15,0,0,0,0,7
MSTRG.294|Gm8210,321,311,286,508,517,505,518,471,488,339,259,490,158,296,296,350,389,268
ENSMUSG00000026051|Ecrg4,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3
ENSMUSG00000100764|Gm29155,0,6,6,1,3,4,5,1,13,2,0,7,0,0,0,13,3,18
ENSMUSG00000100635|Gm29157,9,7,8,7,7,5,5,0,11,7,6,15,0,3,2,4,4,3
MSTRG.304|Gm29156,4,14,5,11,7,13,14,5,8,5,2,0,3,4,7,6,14,11
MSTRG.299|Nck2,387,357,370,1141,816,1084,759,933,786,461,697,391,414,342,727,443,565,388
MSTRG.300|Gm37536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.301|Gm38228,16,31,18,42,37,45,32,65,45,35,17,7,19,22,23,13,16,16
MSTRG.302|Gm19587,5,2,3,7,13,0,13,5,7,3,5,2,4,4,2,5,9,0
MSTRG.303|Gm19587,43,38,51,49,62,52,64,50,55,42,49,34,29,57,34,48,45,43
MSTRG.305|Uxs1,794,881,746,1122,1553,1048,1419,1093,1479,785,614,781,314,616,701,922,820,849
MSTRG.306|Gm16103,3,0,3,3,7,0,2,2,8,12,2,13,2,5,8,0,0,0
ENSMUSG00000047343|Mettl21c,8,3,2,5,4,9,11,10,15,4,10,15,6,4,3,0,4,4
ENSMUSG00000090106|Gm15838,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3
ENSMUSG00000091844|Gm8251,7,4,3,44,20,40,34,50,39,12,23,29,0,17,10,0,4,5
MSTRG.308|Tpp2,2792,3124,3025,4790,6608,4559,5936,5003,7006,3519,2917,3918,1764,3035,3312,3336,3088,3158
MSTRG.307|Tpp2,39,45,36,19,13,17,13,14,12,21,23,0,14,25,15,34,23,19
MSTRG.311|Tex30,350,418,473,1324,1159,987,1026,905,1155,603,375,504,199,503,391,591,335,461
MSTRG.311|Gm29247,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,2,0,0
MSTRG.311|Poglut2,329,270,256,1545,2308,1432,1902,1641,1999,844,498,874,369,529,606,695,531,339
MSTRG.312|Bivm,521,565,587,844,858,756,816,859,938,603,670,718,363,595,672,765,691,786
MSTRG.313|Ercc5,516,396,444,754,374,771,372,580,397,599,465,574,243,487,450,345,249,370
MSTRG.309,3,3,2,5,12,8,8,8,19,4,3,1,1,3,1,3,1,2
ENSMUSG00000056870|Gulp1,10,29,25,71,38,84,26,81,39,41,12,26,11,17,24,0,5,0
ENSMUSG00000102319|Gm37626,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000089877|Gm16102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101701|4930521E06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103071|Gm38110,2,3,3,4,1,1,2,1,1,2,1,1,1,0,0,3,4,0
MSTRG.310,53,24,36,104,70,63,48,102,86,54,42,38,16,41,43,38,26,26
ENSMUSG00000099850|Gm28906,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.314|Wdr75,331,317,222,2357,3505,2325,3488,2189,3738,1457,740,1659,455,1118,798,650,540,454
MSTRG.315|Gm5526,89,104,88,329,73,78,285,62,65,96,416,74,61,358,96,425,106,375
MSTRG.316|Gm5269,1,0,5,1,0,0,5,0,3,1,3,0,0,4,0,2,10,3
MSTRG.317|Gm18303,6,0,8,2,0,8,0,0,4,9,0,5,0,7,3,8,4,6
ENSMUSG00000070896|Rpl23a-ps1,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0
ENSMUSG00000099432|Gm18849,8,6,8,10,3,0,4,0,4,0,12,0,3,4,0,5,9,12
ENSMUSG00000101262|Gm8326,5,0,4,13,22,12,31,11,19,4,11,6,4,7,0,9,0,6
MSTRG.318|Slc40a1,6995,7249,8191,2401,1093,2246,1152,1918,1123,4742,1954,3988,1131,5273,2013,9547,8292,10807
MSTRG.323|Dnah7c,3,0,0,6,3,6,5,0,0,0,3,0,0,0,3,3,0,0
ENSMUSG00000100160|Gm28527,2,1,2,1,1,1,1,1,0,1,4,1,0,2,1,2,1,1
MSTRG.324|Slc39a10,262,148,195,929,882,845,867,788,1017,582,396,608,226,349,356,193,158,218
MSTRG.327|Gm37393,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
MSTRG.325|Gm28151,3,6,3,3,4,3,3,4,12,8,11,7,2,1,14,10,0,1
MSTRG.326|Slc39a10,3,3,5,2,0,8,2,0,6,0,4,26,3,3,6,0,3,2
ENSMUSG00000101921|Gm28825,1,1,0,0,0,0,2,0,1,2,0,2,0,0,0,0,2,1
ENSMUSG00000081185|Gm4852,6,7,0,6,15,0,9,3,11,7,5,4,4,6,3,0,2,5
ENSMUSG00000100033|Gm8337,13,14,11,55,63,35,61,25,54,25,19,38,13,9,25,24,20,19
MSTRG.319,27,19,28,82,63,45,78,40,69,42,47,45,31,34,31,34,36,30
MSTRG.320|9330175M20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.322|Gm5253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.321|Cavin2,134,101,75,385,18,354,23,404,23,265,191,116,212,243,444,32,5,15
ENSMUSG00000026109|Tmeff2,5,2,0,17,3,15,0,20,0,4,0,0,0,0,8,0,0,0
ENSMUSG00000100671|Gm28322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092906|Gm25736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101242|Gm28319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099924|Gm28320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072324|Gm8420,4,2,2,2,0,4,7,4,2,4,4,0,0,0,3,2,2,6
MSTRG.328|Nabp1,1681,2420,2260,636,809,580,863,591,827,773,2268,776,1209,1001,2230,943,916,1594
MSTRG.329|Myo1b,21,35,19,26,35,21,42,40,39,40,323,37,230,39,243,55,66,90
MSTRG.330|Gm29453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.331|Gm28323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.336,106,94,158,70,40,82,39,104,61,83,18,66,8,104,22,78,101,188
MSTRG.337,51,42,83,52,21,44,22,41,22,50,24,37,10,56,25,50,52,119
MSTRG.340|Gls,2278,2531,2834,4993,5013,4266,4887,3773,5286,3453,3508,3095,2140,2981,3435,2847,2351,3142
MSTRG.332|Stat4,2813,3798,3142,981,1467,925,1689,1357,1032,1384,1211,776,874,1464,1279,2380,2303,2845
MSTRG.332|Gm28177,2525,3733,3348,13859,4558,12561,4985,8155,3171,3102,4507,2636,4050,3561,3984,2130,1704,2638
MSTRG.335|Gm18301,0,3,0,5,3,2,5,12,0,0,6,0,0,0,2,2,0,0
MSTRG.332|Stat1,6178,4984,5183,18774,5164,19536,4457,9810,3295,4619,4475,5585,2364,4785,8328,3642,3945,3908
MSTRG.333|Gm3940,6,6,6,12,2,7,7,4,3,0,1,9,0,5,3,7,3,6
MSTRG.334|Gm31812,15,27,14,8,7,12,12,5,10,4,6,10,9,17,20,13,18,25
ENSMUSG00000097833|Gm5976,9,3,7,9,5,20,5,20,3,1,11,14,4,7,10,4,4,18
ENSMUSG00000101501|Rps27a-ps1,9,6,9,19,16,12,6,15,2,2,10,6,10,4,12,12,13,11
ENSMUSG00000100120|Gm553,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,5,0,2
ENSMUSG00000099878|Gm28178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.339|Gm5527,72,71,65,129,127,110,126,125,130,104,36,105,19,83,35,84,95,88
MSTRG.338|Nab1,2195,2153,1936,2660,3262,2653,3177,2872,3265,3063,3437,3246,1982,3197,3283,2188,2014,2961
MSTRG.341|Nemp2,1194,1201,1357,879,407,818,497,687,422,789,717,825,379,870,714,949,927,1103
ENSMUSG00000103630|Gm37242,35,25,14,4,3,4,0,6,4,9,8,6,8,2,5,11,19,31
MSTRG.342|Mfsd6,1564,1620,1370,1256,649,1115,717,1107,572,1951,3069,1798,1919,2124,3476,921,935,1538
MSTRG.343|Gm29670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.344|Inpp1,1526,1607,1530,925,1032,926,1017,964,1119,1441,784,1256,540,1753,968,1283,1274,1727
MSTRG.345|Hibch,984,1239,1145,1072,1149,924,1209,978,1331,920,479,643,271,811,560,1032,902,1020
MSTRG.346|Gm16107,0,0,3,0,0,0,0,3,1,3,0,0,0,0,0,0,3,0
ENSMUSG00000043629|1700019D03Rik,25,21,9,10,5,10,8,14,18,13,5,11,8,22,25,12,24,9
MSTRG.356|Gm28777,0,0,2,0,3,3,3,6,2,0,0,0,0,3,0,0,0,0
MSTRG.355|Pms1,222,195,253,479,427,424,320,406,444,279,114,277,65,238,145,271,260,300
MSTRG.357|Gm28778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.358|Gm18800,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
